message,label,processed_message
We have pizza if u want,ham,pizza u want
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",ham,keep see weird shit bein woah realis actual reason im oh
Many more happy returns of the day. I wish you happy birthday.,ham,mani happi return day wish happi birthday
Ya very nice. . .be ready on thursday,ham,ya nice readi thursday
I am in hospital da. . I will return home in evening,ham,hospit da return home even
Thinking of u ;) x,ham,think u x
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam,camera award sipix digit camera call fromm landlin deliveri within day
Orh i tot u say she now still dun believe.,ham,orh tot u say still dun believ
"When you just put in the + sign, choose my number and the pin will show. Right?",ham,put sign choos number pin show right
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham,beauti life next second hide thousand secret wish everi second wonder ur life gud n
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham,thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham,your still mayb leav credit card get ga get back like told
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,weekli coolmob tone readi download week new tone includ crazi frogaxel f akonlon black eyeddont p info n
Well boy am I glad G wasted all night at applebees for nothing,ham,well boy glad g wast night applebe noth
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam,cashbincouk get lot cash weekend wwwcashbincouk dear welcom weekend got biggest best ever cash give away
Ok lor... Or u wan me go look 4 u?,ham,ok lor u wan go look u
U wan 2 haf lunch i'm in da canteen now.,ham,u wan haf lunch im da canteen
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham,dont make life stressful alway find time laugh may add year life sure add life ur year gud niswt dream
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham,hey look like wrong one kappa guy number still phone want text see he around
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,urgent mobil number award £ prize guarante call land line claim valid hr ppm
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,spam,thank continu support question week enter u draw £ cash name new us presid txt an
I'm home. Doc gave me pain meds says everything is fine.,ham,im home doc gave pain med say everyth fine
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ham,é ardé rest ard leastwhich é price é bedrm
Me too! Have a lovely night xxx,ham,love night xxx
Prepare to be pleasured :),ham,prepar pleasur
Hi.:)technical support.providing assistance to us customer through call and email:),ham,hitechn supportprovid assist us custom call email
if you text on your way to cup stop that should work. And that should be BUS,ham,text way cup stop work bu
Whens your radio show?,ham,when radio show
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam,uniqu user id remov send stop custom servic
I'm not sure if its still available though,ham,im sure still avail though
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham,cheer lou yeah goodnit shame u neva came c ya gailxx
Hi..i got the money da:),ham,hii got money da
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham,hi mobil ltgt ad contact list wwwfullonsmscom great place send free sm peopl visit fullonsmscom
Ok then u tell me wat time u coming later lor.,ham,ok u tell wat time u come later lor
U repeat e instructions again. Wat's e road name of ur house?,ham,u repeat e instruct wat e road name ur hous
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,mani peopl seem special first sight remain special till last sight maintain till life end shja
Quite lor. But dun tell him wait he get complacent...,ham,quit lor dun tell wait get complac
Sorry completely forgot * will pop em round this week if your still here?,ham,sorri complet forgot pop em round week still
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,ham,u r beauti girl ive ever seen u r babi come c common room
O we cant see if we can join denis and mina? Or does denis want alone time,ham,cant see join deni mina deni want alon time
Sen told that he is going to join his uncle finance in cbe,ham,sen told go join uncl financ cbe
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,ham,yup hey one day fri ask miwa jiayin take leav go karaok
"Call me, i am senthil from hsbc.",ham,call senthil hsbc
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
Indeed and by the way it was either or - not both !,ham,inde way either
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,urgent call landlin complimentari ibiza holiday £ cash await collect sae tc po box sk wp ppm
Holy living christ what is taking you so long,ham,holi live christ take long
Ü thk of wat to eat tonight.,ham,ü thk wat eat tonight
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham,thanx yup come back sun finish dinner go back hotel time fli tog exactli mth today hope well haf mani mth come
We're on the opposite side from where we dropped you off,ham,opposit side drop
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham,yup izzit still rain heavili co im e mrt cant c outsid
Send me your resume:-),ham,send resum
Gd luck 4 ur exams :-),ham,gd luck ur exam
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham,u ask next sat make im ok lor
Sorry that was my uncle. I.ll keep in touch,ham,sorri uncl ill keep touch
Saw Guys and Dolls last night with Patrick Swayze it was great,ham,saw guy doll last night patrick swayz great
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam,urgent nd attempt contact u £ prize yesterday still await collect claim call
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam,santa call would littl one like call santa xma eve call book time callsppm last min tc wwwsantacallingcom
Just come home. I don't want u to be miserable,ham,come home dont want u miser
I dont know why she.s not getting your messages,ham,dont know she get messag
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham,cool tyler take gonna buy drop place later tonight total order quarter got enough
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham,guy car shop flirt got phone number paperwork call text im nervou cours may address call boss tell know may get fire
Reverse is cheating. That is not mathematics.,ham,revers cheat mathemat
How do you plan to manage that,ham,plan manag
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",ham,er hello thing didn‘t quit go plan – limp slowli home follow aa exhaust hang
Sorry for the delay. Yes masters,ham,sorri delay ye master
Call me when u finish then i come n pick u.,ham,call u finish come n pick u
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam,privat account statement show unredeem bonu point claim call identifi code expir
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham,what oga left phone home saw ur messag hope good great weekend
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham,dont worri though understand import put place poorli thought punish face worst thing ever happen brb gonna go kill
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham,honey pl find much sell predict nigeria mani time use import repli monday
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham,e admin build might b slightli earlier ill call u im reach
"fyi I'm at usf now, swing by the room whenever",ham,fyi im usf swing room whenev
i can call in  &lt;#&gt;  min if thats ok,ham,call ltgt min that ok
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
Ü no home work to do meh... ,ham,ü home work meh
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham,anyth valuabl situat first get second loos
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham,mark take forev pick prescript pain come back
How's ur paper?,ham,how ur paper
Got smaller capacity one? Quite ex...,ham,got smaller capac one quit ex
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam,check choos babe video smsshsexnetun fgkslpopw fgkslpo
Im good! I have been thinking about you...,ham,im good think
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam,u r winner u ave special select receiv £ cash holiday flight inc speak live oper claim pmin
:-) :-),ham,
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham,thought bout drink tap spile seven pub ga st broad st canal ok
I am going to sleep. I am tired of travel.,ham,go sleep tire travel
"Haha, just what I was thinkin",ham,haha thinkin
Yup but it's not giving me problems now so mayb i'll jus leave it...,ham,yup give problem mayb ill ju leav
Lol no. Just trying to make your day a little more interesting,ham,lol tri make day littl interest
"How long before you get reply, just defer admission til next semester",ham,long get repli defer admiss til next semest
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",ham,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
Po de :-):):-):-):-). No need job aha.,ham,po de need job aha
Rats. Hey did u ever vote for the next themes?,ham,rat hey u ever vote next theme
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam,new mobil must go txt nokia collect today £ wwwtcbiz optout gbpmtmsg txtauction
I hope your pee burns tonite.,ham,hope pee burn tonit
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham,oh rite well im best mate pete went week geva longer week
Yay can't wait to party together!,ham,yay cant wait parti togeth
....photoshop makes my computer shut down.,ham,photoshop make comput shut
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham,boy made fun today ok problem sent one messag fun
That's one of the issues but california is okay. No snow so its manageable,ham,that one issu california okay snow manag
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam,privat account statement show unredeem point call identifi code expir
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham,hmmm mayb tri e shoppin area one forgot e name hotel
"Awesome, that gonna be soon or later tonight?",ham,awesom gonna soon later tonight
I need details about that online job.,ham,need detail onlin job
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,spam,valu vodafon custom comput pick win £ prize collect easi call
Missing you too.pray inshah allah,ham,miss toopray inshah allah
Pls help me tell Ashley that i cant find her number oh,ham,pl help tell ashley cant find number oh
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham,escap theatr go watch kavalan minut
S.this will increase the chance of winning.,ham,sthi increas chanc win
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham,either way work ltgt year old hope doesnt bother
Maybe you should find something else to do instead???,ham,mayb find someth els instead
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham,gain right wifedont demand iti tri husband toolet see
I liked your new house,ham,like new hous
I'm fine. Hope you are also,ham,im fine hope also
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham,also north carolina texa atm would go gre site pay test result sent
Same to u...,ham,u
yes baby! I need to stretch open your pussy!,ham,ye babi need stretch open pussi
Thanks  and ! Or bomb and date as my phone wanted to say! ,ham,thank bomb date phone want say
Ok...,ham,ok
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",ham,hey guy know breath neck get bud anyway youd abl get half track usf tonight
"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",ham,respons one power weapon occupi place other heart alway give respons care u gud nightswt dreamstak care
Nokia phone is lovly..,ham,nokia phone lovli
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,free messagethank use auction subscript servic pmsgrcvd skip auction txt unsubscrib txt stop customercar
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,bore housew chat n date btnation rate pmin landlin
Sorry da..today i wont come to play..i have driving clas..,ham,sorri datoday wont come playi drive cla
I'm really sorry I lit your hair on fire,ham,im realli sorri lit hair fire
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",ham,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent wasnt went trip oh didnt babe go celebr rent
Okey dokey swashbuckling stuff what oh.,ham,okey dokey swashbuckl stuff oh
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham,watch cartoon listen music amp eve go templ amp church u
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face ltgt joker face
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,ham,dip cell dead come u better respond els shall come back
Well. You know what i mean. Texting,ham,well know mean text
Hi dis is yijue i would be happy to work wif ü all for gek1510...,ham,hi di yiju would happi work wif ü gek
Lol! Oops sorry! Have fun. ,ham,lol oop sorri fun
Wat happened to the cruise thing,ham,wat happen cruis thing
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham,know dat feelin pete wuld get em nuther place nuther time mayb
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam,lyricalladief invit friend repli ye see wwwsmsacuhmmross stop send stop frnd
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham,world happiest frnd never charact dey best understand differ
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend ptone repli hl info
Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham,yeah open chat click friend list make list easi pie
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,alright tyler got minor crisi home sooner thought asap
When/where do I pick you up,ham,whenwher pick
As usual u can call me ard 10 smth.,ham,usual u call ard smth
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,ham,mani thing antibiot use chest abdomen gyna infect even bone infect
Poor girl can't go one day lmao,ham,poor girl cant go one day lmao
Or just do that 6times,ham,time
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,spam,today vodafon number end select receiv £ award number match call receiv £ award
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,ham,pl make note she expos also find school anyon els vomit dog cat hous let know later
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham,japanes proverb one u none itu must indian version one let none itleav final kerala version one stop none make strike
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,ham,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
Its worse if if uses half way then stops. Its better for him to complete it.,ham,wors use half way stop better complet
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham,miser dont tell u side effect birth control massiv gut wrench cramp first month didnt sleep last night
Send me the new number,ham,send new number
Convey my regards to him,ham,convey regard
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam,want latest video handset anytim network min half price line rental repli call deliveri tomorrow
2 and half years i missed your friendship:-),ham,half year miss friendship
I cant pick the phone right now. Pls send a message,ham,cant pick phone right pl send messag
Oh for fuck's sake she's in like tallahassee,ham,oh fuck sake she like tallahasse
"Haha, that was the first person I was gonna ask",ham,haha first person gonna ask
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,ou guarante latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
Taka lor. Wat time u wan 2 come n look 4 us?,ham,taka lor wat time u wan come n look us
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw
I;m reaching in another 2 stops.,ham,im reach anoth stop
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham,didnt mean post wrote like mani time ive ritten stuff let sit feel time angri left hit send stop wasnt check phone got car wasnt said didnt sleep bore wouldnt time clean fold laundri etc least make bed
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam,warner villag c colin farrel swat wkend warner villag get free med popcornjust show msgticketkioskvalid c tc kiosk repli soni mre film offer
Will you come online today night,ham,come onlin today night
Then anything special?,ham,anyth special
"I'm in solihull, | do you want anything?",ham,im solihul want anyth
Will do. Have a good day,ham,good day
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham,regret inform u nh made mistakeu never actual bornpleas report yor local hospit b terminatedw r sorri inconveni
Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham,love holiday monday feel even go dentist hour
I am on the way to tirupur.,ham,way tirupur
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham,youv alreadi got flaki parent itsnot suppos child job support parentnot theyr ride age anyway im suppos support ive hurt unintent hurt nonetheless
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
"Just dropped em off, omw back now",ham,drop em omw back
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam,nd time tri contact u u pound prize claim easi call p per min btnationalr
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham,sit mu wait everyon get suit take shower
Re your call; You didn't see my facebook huh?,ham,call didnt see facebook huh
"G says you never answer your texts, confirm/deny",ham,g say never answer text confirmdeni
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",ham,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham,hi dear call urgnt dont know what problem dont want work problem least tell wate repli
Oh yah... We never cancel leh... Haha ,ham,oh yah never cancel leh haha
We can go 4 e normal pilates after our intro...  ,ham,go e normal pilat intro
Ok... Let u noe when i leave my house.,ham,ok let u noe leav hous
"Oh yes, why is it like torture watching england?",ham,oh ye like tortur watch england
Wanna do some art?! :D,ham,wanna art
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,ham,hope wasn‘t piss rememb gone sister someth
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozadecoukwrc itcould u
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam,hi sexychat girl wait text text great night chat send stop stop servic
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham,good morn boytoy how yummi lip where sexi bun think crave need
Match started.india  &lt;#&gt;  for 2,ham,match startedindia ltgt
Once free call me sir.,ham,free call sir
Hey do you want anything to buy:),ham,hey want anyth buy
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham,hey babe how go ever figur go new year
K..k.:)congratulation ..,ham,kkcongratul
G wants to know where the fuck you are,ham,g want know fuck
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham,cancel yeah babi well sound import understand darlin give ring later fone love kate x
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham,tomarrow want got court ltdecimalgt come bu stand
Ü go home liao? Ask dad to pick me up at 6...,ham,ü go home liao ask dad pick
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham,omg make wed chapel frontiervil get good stuff
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham,im eatin lor goin back work soon e mountain deer show huh watch b liao nice
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham,check maili mail varma kept copi regard membershiptak careinsha allah
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham,wrong phone phone answer one assum peopl dont well
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham,anyway dont think secur anyth lemm know want drive south chill
I'm already back home so no probably not,ham,im alreadi back home probabl
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam,great news call freefon claim guarante £ cash £ gift speak live oper
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam,hi ami send free phone number coupl day give access adult parti
I am in bus on the way to calicut,ham,bu way calicut
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham,hi probabl much fun get messag thought id txt u co im bore jame fart night
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham,hi babi im sat bloodi bu mo wont home wanna somethin later call later ortxt back jess xx
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,welcom select servic ad benefit call special train advisor free mobil diall
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,ham,lost pound sinc doc visit last week woot woot im gonna celebr stuf face
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham,u come back dinner rite dad ask confirm wif u
Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham,master buy bb co sale how bf
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anyth comedi night guess im
I'm vivek:)i got call from your number.,ham,im viveki got call number
Why didn't u call on your lunch?,ham,didnt u call lunch
"What i mean was i left too early to check, cos i'm working a 9-6.",ham,mean left earli check co im work
I want  &lt;#&gt;  rs da:)do you have it?,ham,want ltgt rs dado
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
Yup ok...,ham,yup ok
I want to see your pretty pussy...,ham,want see pretti pussi
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,dear voucher holder next meal us use follow link pc enjoy dine experiencehttpwwwvouchmecometlpdiningasp
"A few people are at the game, I'm at the mall with iouri and kaila",ham,peopl game im mall iouri kaila
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam,urgent tri contact u today draw show £ prize guarante call land line claim valid hr
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,spam,donat £ unicef asian tsunami disast support fund text donat £ ad next bill
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham,futur plan tomorrow result today best present enjoy futur
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham,cme want go ho morow wil cme got dear didnt say time
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
Hey come online! Use msn... We are all there,ham,hey come onlin use msn
I'm fine. Hope you are good. Do take care.,ham,im fine hope good take care
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham,oop shower u call hey park garag collaps univers hospit see im crazi stuff like happen
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham,aiyo u poor thing u dun wan eat u bath alreadi
Yar... I tot u knew dis would happen long ago already.,ham,yar tot u knew di would happen long ago alreadi
You are gorgeous! keep those pix cumming :) thank you!,ham,gorgeou keep pix cum thank
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham,boy late home father power frndship
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham,jade paul didnt u txt u rememb barm want talk u txt
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham,spend new year brother famili let plan meet next week readi spoil
So what u doing today?,ham,u today
I said its okay. Sorry,ham,said okay sorri
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham,slept thinkthi time ltgt pm danger
Networking job is there.,ham,network job
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam,goldvik invit friend repli ye see wwwsmsacugoldvik stop send stop frnd
Dont let studying stress you out. L8r.,ham,dont let studi stress lr
That's y u haf 2 keep me busy...,ham,that u haf keep busi
No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham,rush im work im school rush go hungri
Which channel:-):-):):-).,ham,channel
